aphiaidaccepted;scientificnameaccepted;trait;phylum;scientificnameauthorship
839791;Islandinium tricingulatum;phytoplankton;Myzozoa;(H.Kawami, R.van Wezel, R.Koeman & K.Matsuoka) E.Potvin, A.Rochon & C.Lovejoy, 2013
163257;Isthmia;phytoplankton;Ochrophyta;C.A. Agardh, 1832
145351;Isthmoplea sphaerophora;not;Ochrophyta;(Carmichael) Gobi, 1878
1368615;Kapelodinium vestifici;phytoplankton;Myzozoa;(Sch¸tt) Boutrup, Moestrup & Daugbjerg, 2016
231788;Karenia;phytoplankton;Myzozoa;G.Hansen & Moestrup, 2000
233015;Karenia brevis;phy;Myzozoa;(C.C.Davis) Gert Hansen & Moestrup, 2000
233024;Karenia mikimotoi;phytoplankton;Myzozoa;(Miyake & Kominami ex Oda) Gert Hansen & Moestrup, 2000
246593;Karenia papilionacea;phytoplankton;Myzozoa;A.J.Haywood & K.A.Steidinger, 2004
231789;Karlodinium;phytoplankton;Myzozoa;J.Larsen, 2000
233037;Karlodinium veneficum;phytoplankton;Myzozoa;(D.Ballantine) J.Larsen, 2000
113941;Karreriella bradyi;foram;Foraminifera;(Cushman, 1911)
601744;Katablepharis;phy;Cryptophyta;Skuja, 1939
627117;Katablepharis remigera;phy;Cryptophyta;(N.V¯rs) B.Clay & P.Kugrens, 2000
109477;Katodinium;phytoplankton;Myzozoa;Fott, 1957
109882;Katodinium asymmetricum;phy;Myzozoa;(Massart) A.R.Loeblich, III, 1965
109885;Katodinium glaucum;phy;Myzozoa;(Lebour) Loeblich III, 1965
233634;Katodinium redekei;phy;Myzozoa;(Conrad & Kufferath) Loeblich
233058;Katodinium thiophilium;phy;Myzozoa;(Conrad) A.R.Loeblich, III, 1965
233063;Katodinium uncinatum;phy;Myzozoa;(Kufferath) Loeblich, 1965
163474;Kephyrion;phy;Ochrophyta;Pascher, 1911
163108;Kirchneriella;phy;Chlorophyta;Schmidle, 1893
109499;Kofoidinium;phytoplankton;Myzozoa;Pavillard, 1928
233165;Kofoidinium lebourae;phytoplankton;Myzozoa;(Pavillard) F.J.R.Taylor, 1976
495305;Kofoidinium splendens;phy;Myzozoa;J.Cachon & M.Cachon, 1967
109920;Kofoidinium velleloides;phytoplankton;Myzozoa;Pavillard, 1929
160588;Koliella;phy;Chlorophyta;Hind·k, 1963
145936;Kornmannia leptoderma;not;Chlorophyta;(Kjellman) Bliding, 1969
110154;Kryptoperidinium foliaceum;phytoplankton;Myzozoa;(F.Stein) Lindemann, 1924
1346683;Kryptoperidinium triquetrum;phy;Myzozoa;(Ehrenberg) U.Tillmann, M. Gottschling, M.Elbr‰chter, W.-H.Kusber & M.Hoppenrath, 2019
145443;Kuckuckia spinosa;not;Ochrophyta;(K¸tzing) Kornmann, 1958
145444;Kuetzingiella battersii;not;Ochrophyta;(Bornet ex Sauvageau) Kornmann, 1956
145445;Kuetzingiella holmesii;not;Ochrophyta;(Batters) G.Russell, 1956
367156;Kuetzingiella maculans;not;Ochrophyta;NA
101190;Laboea;not;Ciliophora;Lohmann, 1908
101264;Laboea strobila;not;Ciliophora;Lohmann, 1908
179314;Lacrymaria;not;Ciliophora;Bory de St. Vincent, 1824
112219;Laevidentalina;foram;Foraminifera;Loeblich & Tappan, 1986
1027797;Laevidentalina concinna;foram;Foraminifera;(Reuss, 1860)
1027801;Laevidentalina fallax;foram;Foraminifera;(Franke, 1925)
1027804;Laevidentalina legumen;foram;Foraminifera;(Reuss, 1845)
1027807;Laevidentalina megalopolitana;foram;Foraminifera;(Reuss, 1855)
1027809;Laevidentalina nuda;foram;Foraminifera;(Reuss, 1863)
1027810;Laevidentalina pseudonana;foram;Foraminifera;(Ten Dam, 1950)
112215;Lagena;foram;Foraminifera;Walker & Jacob, 1798
577950;Lagena semilineata;foram;Foraminifera;Wright, 1886
920426;Lagena sphaerica;foram;Foraminifera;Marie, 1941
923196;Lagena tricostulata;foram;Foraminifera;Marsson, 1878
112364;Lagenammina;foram;Foraminifera;Rhumbler, 1911
345480;Lagenisma coscinodisci;phy;Oomycota;Drebes, 1968
178609;Lagerheimia;phy;Chlorophyta;R.Chodat, 1895
111878;Lagotia viridis;not;Ciliophora;Wright, 1858
144199;Laminaria;not;Ochrophyta;J.V. Lamouroux, 1813
145724;Laminaria digitata;not;Ochrophyta;(Hudson) J.V.Lamouroux, 1813
145725;Laminaria hyperborea;not;Ochrophyta;(Gunnerus) Foslie, 1884
145728;Laminaria ochroleuca;not;Ochrophyta;Bachelot de la Pylaie, 1824
162814;Laminariocolax aecidioides;not;Ochrophyta;(Rosenvinge) A.F.Peters, 1998
145446;Laminariocolax tomentosoides;not;Ochrophyta;(Farlow) Kylin, 1947
371106;Laminarionema elsbetiae;not;Ochrophyta;H.Kawai & Tokuyama, 1995
149134;Lauderia;phytoplankton;Ochrophyta;P.T. Cleve, 1873
149135;Lauderia annulata;phytoplankton;Ochrophyta;Cleve, 1873
149233;Lauderia borealis;phytoplankton;Ochrophyta;Gran, 1900
163224;Lauderia confervacea;phytoplankton;Ochrophyta;Cleve, 1896
162933;Lauderia fragilis;phytoplankton;Ochrophyta;Gran, 1897
163261;Lauderia mediterranea;phytoplankton;Ochrophyta;H.Peragallo, 1888
163226;Lauderia pumila;phytoplankton;Ochrophyta;Castracane, 1886
163229;Lauderia schroederi;phytoplankton;Ochrophyta;Bergon, 1902
494940;Leathesia marina;not;Ochrophyta;(Lyngbye) Decaisne, 1842
145326;Leblondiella densa;not;Ochrophyta;(Batters) G.Hamel, 1939
110204;Lebouraia minuta;phy;Myzozoa;T.H.AbÈ, 1941
1382182;Lebouridinium glaucum;phy;Myzozoa;(Lebour) F.GÛmez, H.Takayam, D.Moreira & P.LÛpez-GarcÌa, 2016
101179;Leegaardiella;not;Ciliophora;Lynn & Montagnes, 1988
101206;Leegaardiella ovalis;not;Ciliophora;Lynn & Montagnes, 1988
101207;Leegaardiella sol;not;Ciliophora;Lynn & Montagnes, 1988
177138;Lemmermanniella;cyano;Cyanobacteria;Geitler, 1942
450723;Lennoxia;phytoplankton;Ochrophyta;H.A.Thomsen & K.R. Buck in Thomsen, H.A., Buck, K.R., Marino, D., Sarno, D., Hansen, L.E., ÿstergaard, J.B. & Krupp, J., 1993
549205;Lennoxia faveolata;phytoplankton;Ochrophyta;H.A.Thomsen & K.R.Buck, 1993
112284;Lenticulina;foram;Foraminifera;Lamarck, 1804
926034;Lenticulina exarata;foram;Foraminifera;(Hagenow, 1842)
113788;Lenticulina gibba;foram;Foraminifera;(d'Orbigny, 1839)
910357;Lenticulina mariae;foram;Foraminifera;Schijfsma, 1946
582681;Lenticulina rotulata;foram;Foraminifera;(Lamarck, 1804)
503961;Lepidochrysis glomerifera;phy;Ochrophyta;(K.J.Clarke & N.C.Pennick) J.Ik‰valko, J.Kristiansen & H.A.Thomsen
231790;Lepidodinium;phytoplankton;Myzozoa;Watanabe, Suda, Inouye, Sawaguchi & Chihara, 1990
345481;Lepidodinium chlorophorum;phytoplankton;Myzozoa;(M.Elbr‰chter & E.Schnepf) Gert Hansen, Botes & Salas, 2007
232074;Leprotintinnus;not;Ciliophora;Jˆrgensen, 1899
625430;Leprotintinnus pellucidus;not;Ciliophora;(Cleve, 1899)
149038;Leptocylindrus;phytoplankton;Ochrophyta;P.T. Cleve in C.G.J. Petersen, 1889
149106;Leptocylindrus danicus;phytoplankton;Ochrophyta;Cleve, 1889
149039;Leptocylindrus minimus;phytoplankton;Ochrophyta;Gran, 1915
144945;Leptonematella fasciculata;not;Ochrophyta;(Reinke) P.C.Silva, 1959
232703;Lessardia elongata;phytoplankton;Myzozoa;Saldarriaga & F.J.R.Taylor, 2003
17651;Leucocryptos;phytoplankton;Cryptophyta;Butcher, 1967
119077;Leucocryptos marina;phytoplankton;Cryptophyta;(Braarud) Butcher, 1967
840689;Levanderina fissa;phytoplankton;Myzozoa;(Levander) Moestrup, Hakanen, Gert Hansen, Daugbjerg & M.Ellegaard, 2014
149342;Licmophora;phytoplankton;Ochrophyta;C.A. Agardh, 1827
157062;Licmophora abbreviata;phy;Ochrophyta;C.Agardh, 1831
149343;Licmophora gracilis;phy;Ochrophyta;(Ehrenberg) Grunow, 1867
144921;Liebmannia leveillei;not;Ochrophyta;J.Agardh, 1842
177506;Limnothrix;cyano;Cyanobacteria;Meffert, 1987
231799;Lingulodinium;phytoplankton;Myzozoa;D.Wall, 1967
233592;Lingulodinium polyedra;phy;Myzozoa;(F.Stein) J.D.Dodge, 1989
292726;Lioloma;phytoplankton;Ochrophyta;Hasle, 1997
149321;Lithodesmium;phytoplankton;Ochrophyta;C.G. Ehrenberg, 1839
149322;Lithodesmium undulatum;phy;Ochrophyta;Ehrenberg, 1839
145327;Litosiphon laminariae;not;Ochrophyta;(Lyngbye) Harvey, 1849
113118;Lobatula lobatula;foram;Foraminifera;(Walker & Jacob, 1798)
577869;Lobocystis;phy;Chlorophyta;R.H.Thompson, 1952
101180;Lohmanniella;not;Ciliophora;Leegaard, 1915
101209;Lohmanniella oviformis;not;Ciliophora;Leegaard, 1915
1310301;Lychaete battersii;not;Chlorophyta;(C.Hoek) M.J.Wynne, 2017
1311360;Lychaete pellucida;not;Chlorophyta;(Hudson) M.J.Wynne, 2017
1311361;Lychaete pygmaea;not;Chlorophyta;(Reinke) M.J.Wynne, 2017
146538;Lyngbya;cyano;Cyanobacteria;C.Agardh ex Gomont, 1892
157084;Lyngbya aestuarii;cyano;Cyanobacteria;Liebman ex Gomont, 1892
180390;Lyrella;phytoplankton;Ochrophyta;N.I. Karayeva, 1978
249721;Mallomonas;phy;Ochrophyta;Perty, 1852
134531;Mamiella;phy;Chlorophyta;ÿ.Moestrup, 1984
134562;Mamiella gilva;phy;Chlorophyta;(Parke & Rayns) ÿ.Moestrup, 1984
134532;Mantoniella;phy;Chlorophyta;T.V.Desikachary, 1972
134563;Mantoniella squamata;phytoplankton;Chlorophyta;(Manton & Parke) Desikachary, 1972
990876;Margalefidinium polykrikoides;phytoplankton;Myzozoa;(Margalef) F.GÛmez, Richlen & D.M.Anderson, 2017
112221;Marginulina;foram;Foraminifera;d'Orbigny, 1826
113885;Marsipella elongata;foram;Foraminifera;Norman, 1878
1030702;Marssonella trochus;foram;Foraminifera;(d'Orbigny, 1840)
345485;Mediopyxis helysia;phy;Ochrophyta;K¸hn, Hargreaves & Halliger, 2006
113563;Melonis barleeanus;foram;Foraminifera;(Williamson, 1858)
113564;Melonis pompilioides;foram;Foraminifera;(Fichtel & Moll, 1798)
149042;Melosira;phytoplankton;Ochrophyta;C.A. Agardh, 1824
635472;Melosira discigera;phy;Ochrophyta;Agardh, 1824
149243;Melosira dubia;phytoplankton;Ochrophyta;K¸tzing, 1844
156636;Melosira lineata;phy;Ochrophyta;(Dillwyn) C.Agardh, 1824
418547;Melosira moniliformis;phy;Ochrophyta;(O.F.M¸ller) C.Agardh, 1824
673330;Melosira moniliformis var. octogona;phy;Ochrophyta;(Grunow) Hustedt, 1927
984308;Melosira westii f. westii;phytoplankton;Ochrophyta;W. Smith, 1856
115075;Meringosphaera;phytoplankton;Ochrophyta;Lohmann, 1903
248129;Meringosphaera mediterranea;phytoplankton;Ochrophyta;Lohmann, 1903
146545;Merismopedia;cyano;Cyanobacteria;Meyen, 1839
146578;Merismopedia glauca;cyano;Cyanobacteria;(Ehrenberg) K¸tzing, 1845
146576;Merismopedia tenuissima;cyano;Cyanobacteria;Lemmermann, 1898
627627;Merismopedia tranquilla;cyano;Cyanobacteria;(Ehrenberg) Trevisan, 1845
146546;Merismopedia warmingiana;cyano;Cyanobacteria;(Lagerheim) Forti, 1907
179320;Mesodinium;phytoplankton;Ciliophora;von Stein
179321;Mesodinium pulex;phytoplankton;Ciliophora;ClaparËde & Lachmann, 1858
232069;Mesodinium rubrum;phytoplankton;Ciliophora;(Lohmann, 1908)
144922;Mesogloia lanosa;not;Ochrophyta;P.L.Crouan & H.M.Crouan, 1867
144924;Mesogloia vermiculata;not;Ochrophyta;(Smith) S.F.Gray, 1821
109564;Mesoporos;phytoplankton;Myzozoa;Lillick, 1937
232516;Mesoporos perforatus;phy;Myzozoa;(Gran) Lillick, 1937
22730;Metanema;not;NA;(Klebs) Senn, 1900
231778;Metaphalacroma;phy;Myzozoa;Tai & Skogsberg, 1934
118019;Metromonas;not;Cercozoa;(Griessmann, 1913) Larsen & Patterson, 1990
149144;Meuniera;phytoplankton;Ochrophyta;P.C. Silva in G.R. Hasle & E.E. Syvertsen, 1996
109510;Micracanthodinium;phy;Myzozoa;Deflandre, 1937
109992;Micracanthodinium claytonii;phytoplankton;Myzozoa;(R.W.Holmes) Dodge, 1982
109993;Micracanthodinium setiferum;phytoplankton;Myzozoa;(Lohmann) Deflandre, 1937
163478;Micractinium;phy;Chlorophyta;Fresenius, 1858
109511;Micranthodinium;phy;Myzozoa;NA
1359175;Microchloropsis salina;phy;Ochrophyta;(D.J.Hibbard) M.W.Fawley, I.Jameson & K.P.Fawley, 2015
144956;Microcoryne ocellata;not;Ochrophyta;Strˆmfelt, 1888
146557;Microcystis;cyano;Cyanobacteria;Lemmermann, 1907
146558;Microcystis aeruginosa;cyano;Cyanobacteria;(K¸tzing) K¸tzing, 1846
134533;Micromonas;phytoplankton;Chlorophyta;I.Manton & M.Parke, 1960
134564;Micromonas pusilla;phytoplankton;Chlorophyta;(Butcher) I.Manton & M.Parke, 1960
668847;Micropodiscus weissflogii;phy;Ochrophyta;Grunow, 1885
163392;Microsiphona potamos;phytoplankton;Ochrophyta;C.I.Weber, 1970
144973;Microspongium globosum;not;Ochrophyta;Reinke, 1888
144974;Microspongium immersum;not;Ochrophyta;(Levring) P.M.Pedersen, 1984
707754;Microspongium stilophorae;not;Ochrophyta;(P.Crouan & H.Crouan) Cormaci & G.Furnari, 2012
145736;Microspora ficulinae;not;Chlorophyta;P.J.L.Dangeard, 1932
373972;Microthamnion kuetzingianum;not;Chlorophyta;N‰geli ex K¸tzing, 1849
145447;Mikrosyphar polysiphoniae;not;Ochrophyta;Kuckuck, 1897
145448;Mikrosyphar porphyrae;not;Ochrophyta;Kuckuck, 1897
114064;Miliammina fusca;foram;Foraminifera;(Brady, 1870)
450619;Minutocellus;phytoplankton;Ochrophyta;G.R. Hasle, H.A. von Stosch & E.E. Syvertsen, 1983
841851;Minutocellus pseudopolymorphus;phytoplankton;Ochrophyta;Hasle, von Scosch & Syvertsen, 1983
573486;Minutocellus scriptus;phytoplankton;Ochrophyta;Hasle, von Stosch & Syvertsen, 1983
163143;Miraltia throndsenii;phytoplankton;Ochrophyta;Marino, Montresor & Zingone, 1987
669542;Moelleria cornuta;phy;Ochrophyta;Cleve, 1873
248133;Monas;phy;Ochrophyta;O.F.M¸ller, 1773
341324;Monodinium;phy;Ciliophora;Fabre-Domergue, 1888
160590;Monoraphidium;phy;Chlorophyta;Kom·rkov·-Legnerov·, 1969
105535;Monosiga;not;Choanozoa;W.S.Kent, 1878
105643;Monosiga marina;not;Choanozoa;Gr¯ntved, 1952
145939;Monostroma bullosum;not;Chlorophyta;(Roth) Thuret, 1854
145940;Monostroma grevillei;not;Chlorophyta;(Thuret) Wittrock, 1866
687781;Monostroma grevillei var. arctica;not;Chlorophyta;(Wittrock) Rosenvinge, 1893
550915;Monostroma grevillei var. cornucopiae;not;Chlorophyta;Carmichael ex Batters
239327;Monostroma latissimum;not;Chlorophyta;Wittrock, 1866
373969;Monostroma quaternarium;not;Chlorophyta;(K¸tzing) DesmaziËres, 1859
1033072;Morozovia transuralica;foram;Foraminifera;(Morozova In Myatlyuk, 1953)
144958;Myriactula areschougii;not;Ochrophyta;(P.L.Crouan & H.M.Crouan) G.Hamel, 1935
144959;Myriactula chordae;not;Ochrophyta;(Areschoug) Levring, 1937
144960;Myriactula clandestina;not;Ochrophyta;(P.L.Crouan & H.M.Crouan) Feldmann, 1945
144964;Myriactula haydenii;not;Ochrophyta;(Gatty) Levring, 1937
162809;Myriactula pulvinata;not;Ochrophyta;(K¸tzing) Kuntze, 1898
144967;Myriactula rivulariae;not;Ochrophyta;(Suhr ex Areschoug) Feldmann, 1937
144968;Myriactula stellulata;not;Ochrophyta;(Harvey) Levring, 1937
144925;Myriocladia lovenii;not;Ochrophyta;J.Agardh, 1841
144926;Myriocladia tomentosa;not;Ochrophyta;P.L.Crouan & H.M.Crouan, 1867
144978;Myrionema corunnae;not;Ochrophyta;Sauvageau, 1897
156253;Myrionema foecundum;not;Ochrophyta;(Strˆmfelt) Sauvageau, 1897
144982;Myrionema liechtensternii;not;Ochrophyta;Hauck, 1877
156254;Myrionema magnusii;not;Ochrophyta;(Sauvageau) Loiseaux, 1967
495991;Myrionema orbiculare;not;Ochrophyta;J.Agardh, 1848
144983;Myrionema papillosum;not;Ochrophyta;Sauvageau, 1897
503461;Myrionema reptans;not;Ochrophyta;Foslie
144985;Myrionema strangulans;not;Ochrophyta;Greville, 1827
145331;Myriotrichia clavaeformis;not;Ochrophyta;Harvey, 1834
146286;Myriotrichia repens;not;Ochrophyta;Hauck, 1879
248180;Nanoneis hasleae;phytoplankton;Ochrophyta;R.E.Norris, 1973
149142;Navicula;phytoplankton;Ochrophyta;J.B.M. Bory de Saint-Vincent, 1822
149441;Navicula arenaria;phytoplankton;Ochrophyta;Donkin, 1861
149468;Navicula cancellata;phy;Ochrophyta;Donkin, 1872
573488;Navicula challengeri;phytoplankton;Ochrophyta;Grunow, 1880
163778;Navicula crassa;phytoplankton;Ochrophyta;Gregory, 1855
149203;Navicula cryptocephala;phytoplankton;Ochrophyta;K¸tzing, 1844
180525;Navicula delognei;phy;Ochrophyta;Van Heurck, 1880
662062;Navicula fastuosa;phy;Ochrophyta;Ehrenberg, 1840
172799;Navicula gregaria;phy;Ochrophyta;Donkin, 1861
983917;Navicula hennedyii f. hennedyii;phy;Ochrophyta;W. Smith, 1856
180599;Navicula hyalinula;phytoplankton;Ochrophyta;De Toni, 1891
975815;Navicula interrupta var. interrupta;phy;Ochrophyta;K¸tzing, 1844
149466;Navicula lanceolata;phy;Ochrophyta;Ehrenberg, 1838
983961;Navicula latissima f. latissima;phytoplankton;Ochrophyta;Gregory, 1856
172822;Navicula lesmonensis;phytoplankton;Ochrophyta;Hustedt, 1957
149232;Navicula membranacea;phytoplankton;Ochrophyta;Cleve, 1897
172836;Navicula pelagica;phytoplankton;Ochrophyta;Cleve, 1896
172845;Navicula phyllepta;phy;Ochrophyta;K¸tzing, 1844
180727;Navicula planamembranacea;phytoplankton;Ochrophyta;Hendey, 1964
651675;Navicula speciosa;phytoplankton;Ochrophyta;Mann, 1907
149320;Navicula transitans;phytoplankton;Ochrophyta;Cleve, 1883
175320;Navicula transitans var. derasa;phytoplankton;Ochrophyta;(Grunow) Cleve, 1883
175321;Navicula transitans var. derasa f. delicatula;phytoplankton;Ochrophyta;Heimdal, 1970
175319;Navicula transitans var. transitans;phytoplankton;Ochrophyta;Cleve, 1883
175326;Navicula vanhoeffenii;phytoplankton;Ochrophyta;Gran, 1897
573496;Navicula wawrikae;phytoplankton;Ochrophyta;Hustedt, 1961
109490;Nematodinium;phytoplankton;Myzozoa;Kofoid & Swezy, 1921
109907;Nematodinium armatum;phy;Myzozoa;(Dogiel) Kofoid & Swezy, 1921
547526;Nematopsides;phy;Myzozoa;Greuet, 1973
547527;Nematopsides vigilans;phytoplankton;Myzozoa;(Marshall) Greuet, 1973
494056;Neoceratium;phy;Myzozoa;F.GÛmez, D.Moreira & P.LÛpez-Garcia, 2010
837248;Neodangemannia microcystis;not;Chlorophyta;M.J.Wynne, G.Furnari, A.Kryvenda & T.Friedl, 2014
196813;Neodenticula seminae;phytoplankton;Ochrophyta;(R.Simonsen & T.Kanaya) F.Akiba & Y.Yanagisawa, 1986
528003;Neoflabellina;foram;Foraminifera;Bartenstein, 1948
735005;Neoflabellina reticulata;foram;Foraminifera;(Reuss, 1851)
735006;Neoflabellina rugosa;foram;Foraminifera;(d'Orbigny, 1840)
113458;Neogloboquadrina pachyderma;phytoplankton;Foraminifera;(Ehrenberg, 1861)
930107;Neogloboquadrina pachyderma subsp. dextralis;phytoplankton;Foraminifera;Setty, 1977
112286;Neolenticulina;foram;Foraminifera;McCulloch, 1977
466174;Neolenticulina variabilis;foram;Foraminifera;(Reuss, 1850)
1371617;Neometanema ovale;phy;Euglenozoa;(Kahl) W.J.Lee & A.G.B.Simpson, 2014
450616;Neostreptotheca;phytoplankton;Ochrophyta;H.A. von Stosch, 1977
840291;Neostromatella monostromatica;not;Chlorophyta;M.J.Wynne, G.Furnari & R.Nielsen, 2014
466362;Neouvigerina proboscidea;foram;Foraminifera;(Schwager, 1866)
134524;Nephroselmis;phytoplankton;Chlorophyta;F.Stein, 1878
134540;Nephroselmis minuta;phytoplankton;Chlorophyta;(N.Carter) Butcher, 1959
134541;Nephroselmis pyriformis;phytoplankton;Chlorophyta;(N.Carter) Ettl, 1982
134542;Nephroselmis rotunda;phy;Chlorophyta;(N.Carter) Fott, 1971
149045;Nitzschia;phytoplankton;Ochrophyta;A.H. Hassall, 1845
149046;Nitzschia acicularis;phytoplankton;Ochrophyta;(K¸tzing) W.Smith, 1853
175373;Nitzschia acicularis var. acicularis;phytoplankton;Ochrophyta;(K¸tzing) W.Smith, 1853
341566;Nitzschia bicapitata;phy;Ochrophyta;Cleve, 1901
149587;Nitzschia bilobata;phytoplankton;Ochrophyta;W.Smith, 1853
176410;Nitzschia coarctata;phytoplankton;Ochrophyta;Grunow, 1880
976723;Nitzschia coarctata var. coarctata;phy;Ochrophyta;Grunow in Cleve & Mˆller, 1878
149318;Nitzschia delicatissima;phytoplankton;Ochrophyta;Cleve, 1897
175744;Nitzschia delicatula;phy;Ochrophyta;Hasle, 1965
246866;Nitzschia fraudulenta;phy;Ochrophyta;Cleve, 1897
175400;Nitzschia frigida;phy;Ochrophyta;Grunow, 1880
376544;Nitzschia ligowskii;phy;Ochrophyta;Witkowski, Lange-Bertalot, Kociolek & Brzezinska, 2004
149150;Nitzschia longissima;phytoplankton;Ochrophyta;(BrÈbisson) Ralfs, 1861
984623;Nitzschia panduriformis f. panduriformis;phy;Ochrophyta;Gregory, 1857
549213;Nitzschia pellucida;phy;Ochrophyta;Grunow, 1880
175743;Nitzschia pseudodelicatissima;phytoplankton;Ochrophyta;Hasle, 1976
160529;Nitzschia pungens;phytoplankton;Ochrophyta;Grunow ex Cleve, 1897
175752;Nitzschia seriata f. obtusa;phytoplankton;Ochrophyta;Hasle, 1965
196817;Nitzschia sigma subsp. rigida;phy;Ochrophyta;NA
149592;Nitzschia spathulata;phy;Ochrophyta;W.Smith, 1853
622311;Nitzschia ventricosa;phy;Ochrophyta;Kitton, 1873
109500;Noctiluca;phytoplankton;Myzozoa;Suriray, 1836
109921;Noctiluca scintillans;phy;Myzozoa;(Macartney) Kofoid & Swezy, 1921
711506;Nodosarella;foram;Foraminifera;Rzehak, 1895
720638;Nodosarella kugleri;foram;Foraminifera;Cushman & Renz, 1946
112223;Nodosaria;foram;Foraminifera;Lamarck, 1816
156692;Nodularia;cyano;Cyanobacteria;Mertens ex Bornet & Flahault, 1886
160566;Nodularia spumigena;cyano;Cyanobacteria;Mertens ex Bornet & Flahault, 1888
113988;Nodulina dentaliniformis;foram;Foraminifera;(Brady, 1881)
466471;Nonionoides turgidus;foram;Foraminifera;(Williamson, 1858)
837093;Nusuttodinium latum;phy;Myzozoa;(Lebour) Y.Takano & T.Horiguchi, 2014
1380393;Nusuttodinium phthartum;phy;Myzozoa;(Skuja) Moestrup & Calado, 2018
112089;Nuttallides;foram;Foraminifera;Finlay, 1939
735493;Nuttallides truempyi;foram;Foraminifera;(Nuttall, 1930)
109542;Oblea;phytoplankton;Myzozoa;Balech ex Loeblich Jr. & Loeblich III, 1966
656295;Oblea acanthocysta;phytoplankton;Myzozoa;H.Kawami, M.Iwataki & Matsuoka, 2006
233632;Oblea baculifera;phy;Myzozoa;Balech ex Loeblich Jr. & Loeblich III, 1966
110155;Oblea rotunda;phy;Myzozoa;(Lebour) Balech ex Sournia, 1973
146012;Ochlochaete hystrix;not;Chlorophyta;Thwaites, 1849
249725;Ochromonas;phy;Ochrophyta;Vysotskii [Wissotsky], 1887
369960;Octactis;phytoplankton;Ochrophyta;J.Schiller, 1925
1310442;Octactis speculum;phytoplankton;Ochrophyta;(Ehrenberg) F.H.Chang, J.M.Grieve & J.E.Sutherland, 2017
148963;Odontella;phytoplankton;Ochrophyta;C.A. Agardh, 1832
149050;Odontella aurita;phy;Ochrophyta;(Lyngbye) C.Agardh, 1832
148964;Odontella mobilensis;phytoplankton;Ochrophyta;(J. W. Bailey) Grunow, 1884
164116;Odontella mobiliensis;phytoplankton;Ochrophyta;(J.W.Bailey) Grunow, 1884
149662;Odontella obtusa;phytoplankton;Ochrophyta;K¸tzing, 1844
149094;Odontella regia;phytoplankton;Ochrophyta;(Schultze) Simonsen, 1974
577723;Oedogonium;phy;Chlorophyta;Link ex Hirn, 1900
547538;Okellya curvata;not;Chlorophyta;(Printz) Leliaert & Rueness, 2009
162740;Ollicola vangoorii;phy;Ochrophyta;(W.Conrad) V¯rs, 1992
494102;Oltmannsiellopsis;phy;Chlorophyta;M.Chihara & I.Inouye, 1986
178611;Oocystis;phy;Chlorophyta;N‰geli ex A.Braun, 1855
248145;Oocystis submarina;phy;Chlorophyta;Lagerheim, 1886
345495;Oodinium pouchetii;phytoplankton;Myzozoa;(Lemmermann) Chatton, 1912
112156;Oolina;foram;Foraminifera;d'Orbigny, 1839
113223;Oolina lineata;foram;Foraminifera;(Williamson, 1848)
149358;Opephora;phytoplankton;Ochrophyta;P. Petit, 1888
913745;Orbignyna ovata;foram;Foraminifera;Hagenow, 1842
254690;Oridorsalis umbonatus;foram;Foraminifera;(Reuss, 1851)
109464;Ornithocercus;phytoplankton;Myzozoa;Stein, 1883
966467;Orthosira angulata;phytoplankton;Ochrophyta;Gregory, 1857
964216;Orthosira marina;phytoplankton;Ochrophyta;W. Smith, 1856
927040;Osangularia cordieriana;foram;Foraminifera;(d'Orbigny, 1840)
146549;Oscillatoria;cyano;Cyanobacteria;Vaucher ex Gomont, 1892
145095;Ostreobium queckettii;not;Chlorophyta;Bornet & Flahault, 1889
109524;Ostreopsis;phytoplankton;Myzozoa;J.Schmidt, 1901
109902;Oxyrrhis marina;phy;Myzozoa;Dujardin, 1841
109528;Oxytoxum;phytoplankton;Myzozoa;Stein, 1883
110082;Oxytoxum caudatum;phytoplankton;Myzozoa;Schiller, 1937
233857;Oxytoxum criophilum;phytoplankton;Myzozoa;Balech, 1965
233870;Oxytoxum gracile;phytoplankton;Myzozoa;Schiller, 1937
110102;Oxytoxum mediterraneum;phytoplankton;Myzozoa;Schiller
110115;Oxytoxum scolopax;phytoplankton;Myzozoa;Stein, 1883
110116;Oxytoxum sphaeroideum;phy;Myzozoa;Stein, 1883
160594;Pachysphaera;phy;Chlorophyta;Ostenfeld, 1899
145385;Padina pavonica;not;Ochrophyta;(Linnaeus) Thivy, 1960
109512;Palaeophalacroma;phytoplankton;Myzozoa;Schiller, 1928
233359;Palaeophalacroma unicinctum;phy;Myzozoa;J.Schiller, 1928
196836;Parafavella;not;Ciliophora;Kofoid & Campbell, 1929
254723;Parafavella denticulata;not;Ciliophora;(Ehrenberg, 1840)
427603;Parafavella elegans;not;Ciliophora;(Ostenfeld, 1899)
196837;Parafavella gigantea;not;Ciliophora;(Brandt), Kofoid & Campbell, 1929
427609;Parafavella obtusangula;not;Ciliophora;(Ostenfeld, 1899)
149054;Paralia;phytoplankton;Ochrophyta;P.A.C. Heiberg, 1863
149055;Paralia sulcata;phy;Ochrophyta;(Ehrenberg) Cleve, 1873
345911;Parundella;not;Ciliophora;Jˆrgensen, 1924
105518;Parvicorbicula;not;Choanozoa;Deflandre, 1960
